ticket_id,match_id,stadium_id,fan_id,ticket_category,ticket_price_mad,purchase_channel,purchase_date,entry_time,entry_gate,scan_status,scan_timestamp
TICKET_616d1a3829,AFCON2025_M29_C_03,STAD_RAB_04,FAN_F83E5572,CATEGORY_2,200,WEBSITE,2025-12-03,16:21,GATE_04,SCANNED,2025-12-30 16:21:58
TICKET_7978aaf36b,AFCON2025_M29_C_03,STAD_RAB_04,,CATEGORY_3,100,WEBSITE,2025-11-08,16:34,GATE_03,SCANNED,2025-12-30 16:34:10
TICKET_17804c636f,AFCON2025_M29_C_03,STAD_RAB_04,FAN_8B017474,CATEGORY_3,100,MOBILE_APP,2025-11-17,16:17,GATE_01,SCANNED,2025-12-30 16:17:01
TICKET_4e98cc8a74,AFCON2025_M29_C_03,STAD_RAB_04,FAN_A45AC15F,CATEGORY_1,300,WEBSITE,2025-12-23,15:46,GATE_02,SCANNED,2025-12-30 15:46:42
TICKET_293c3ce8f7,AFCON2025_M29_C_03,STAD_RAB_04,FAN_D02B5ACA,CATEGORY_3,100,WEBSITE,2025-11-30,16:33,GATE_02,SCANNED,2025-12-30 16:33:14
TICKET_77acaa44d3,AFCON2025_M29_C_03,STAD_RAB_04,FAN_8047ADC3,CATEGORY_1,300,WEBSITE,2025-11-04,16:08,GATE_03,SCANNED,2025-12-30 16:08:57
TICKET_2fed6d065f,AFCON2025_M29_C_03,STAD_RAB_04,FAN_AD8CCF83,CATEGORY_2,200,WEBSITE,2025-11-12,16:36,GATE_04,SCANNED,2025-12-30 16:36:54
TICKET_b85bb20702,AFCON2025_M29_C_03,STAD_RAB_04,FAN_5E41FBE3,CATEGORY_3,100,WEBSITE,2025-12-17,16:24,GATE_02,SCANNED,2025-12-30 16:24:37
TICKET_7ef82b803b,AFCON2025_M29_C_03,STAD_RAB_04,FAN_C8CCDE51,CATEGORY_2,200,WEBSITE,2025-12-23,16:41,GATE_04,SCANNED,2025-12-30 16:41:31
TICKET_fdafa43031,AFCON2025_M29_C_03,STAD_RAB_04,FAN_4E07599E,CATEGORY_3,100,WEBSITE,2025-11-05,15:29,GATE_03,SCANNED,2025-12-30 15:29:00
TICKET_f805d74376,AFCON2025_M29_C_03,STAD_RAB_04,FAN_D476C00A,CATEGORY_2,200,MOBILE_APP,2025-11-09,16:02,GATE_04,SCANNED,2025-12-30 16:02:14
TICKET_602e0fb02e,AFCON2025_M29_C_03,STAD_RAB_04,FAN_547E7773,CATEGORY_3,100,WEBSITE,2025-11-26,16:16,GATE_04,SCANNED,2025-12-30 16:16:53
TICKET_77431eee2a,AFCON2025_M29_C_03,STAD_RAB_04,FAN_00AAA979,CATEGORY_3,100,WEBSITE,2025-11-12,16:16,GATE_02,SCANNED,2025-12-30 16:16:13
TICKET_623490d8ce,AFCON2025_M29_C_03,STAD_RAB_04,FAN_6D1131C0,CATEGORY_3,100,MOBILE_APP,2025-11-01,14:53,GATE_01,SCANNED,2025-12-30 14:53:31
TICKET_1aeb6a1558,AFCON2025_M29_C_03,STAD_RAB_04,FAN_F28BAF6B,CATEGORY_3,100,MOBILE_APP,2025-11-06,16:12,GATE_04,SCANNED,2025-12-30 16:12:06
TICKET_62175504c2,AFCON2025_M29_C_03,STAD_RAB_04,FAN_C915598C,CATEGORY_1,300,WEBSITE,2025-12-24,16:07,GATE_01,SCANNED,2025-12-30 16:07:54
TICKET_bdc2262e6c,AFCON2025_M29_C_03,STAD_RAB_04,FAN_F6754C95,CATEGORY_3,100,MOBILE_APP,2025-11-27,16:35,GATE_02,SCANNED,2025-12-30 16:35:10
TICKET_eb212de822,AFCON2025_M29_C_03,STAD_RAB_04,FAN_8463B248,CATEGORY_2,200,WEBSITE,2025-12-12,16:17,GATE_04,SCANNED,2025-12-30 16:17:16
TICKET_0adbfadb7b,AFCON2025_M29_C_03,STAD_RAB_04,FAN_FE416AEE,CATEGORY_3,100,WEBSITE,2025-12-03,16:29,GATE_04,SCANNED,2025-12-30 16:29:59
TICKET_35bd193e97,AFCON2025_M29_C_03,STAD_RAB_04,FAN_8AB135E5,CATEGORY_3,100,WEBSITE,2025-11-17,16:37,GATE_01,SCANNED,2025-12-30 16:37:00
TICKET_3881dd2793,AFCON2025_M29_C_03,STAD_RAB_04,FAN_69944215,CATEGORY_2,200,WEBSITE,2025-12-15,16:32,GATE_04,SCANNED,2025-12-30 16:32:45
TICKET_a2a3f245c2,AFCON2025_M29_C_03,STAD_RAB_04,FAN_87CF539B,CATEGORY_3,100,MOBILE_APP,2025-11-13,16:10,GATE_02,SCANNED,2025-12-30 16:10:09
TICKET_85de4f1c5a,AFCON2025_M29_C_03,STAD_RAB_04,FAN_8F648197,CATEGORY_1,300,WEBSITE,2025-11-10,16:41,GATE_01,SCANNED,2025-12-30 16:41:53
TICKET_492463246c,AFCON2025_M29_C_03,STAD_RAB_04,FAN_EEB7EB24,CATEGORY_1,300,MOBILE_APP,2025-11-21,16:50,GATE_02,SCANNED,2025-12-30 16:50:13
TICKET_76347f7c55,AFCON2025_M29_C_03,STAD_RAB_04,FAN_EA12646F,CATEGORY_3,100,MOBILE_APP,2025-12-22,16:06,GATE_01,SCANNED,2025-12-30 16:06:43
TICKET_a0bc30d11b,AFCON2025_M29_C_03,STAD_RAB_04,FAN_1D6B2477,CATEGORY_2,200,WEBSITE,2025-12-14,16:51,GATE_04,SCANNED,2025-12-30 16:51:19
TICKET_eb945a45fc,AFCON2025_M29_C_03,STAD_RAB_04,FAN_4CA9A3FF,CATEGORY_2,200,MOBILE_APP,2025-12-06,16:26,GATE_04,SCANNED,2025-12-30 16:26:29
