ticket_id,match_id,stadium_id,fan_id,ticket_category,ticket_price_mad,purchase_channel,purchase_date,entry_time,entry_gate,scan_status,scan_timestamp
TICKET_7109e01c9b,AFCON2025_M5_D_01,STAD_RAB_02,FAN_FC4DA084,CATEGORY_3,100,MOBILE_APP,2025-12-06,12:27,GATE_04,SCANNED,2025-12-23 12:27:08
TICKET177326,AFCON2025_M5_D_01,STAD_RAB_02,FAN_01A5C1A7,CATEGORY_3,100,WEBSITE,2025-11-03,13:04,GATE_01,SCANNED,2025-12-23 13:04:48
TICKET_edf0a3d82d,AFCON2025_M5_D_01,STAD_RAB_02,FAN_A8460F44,CATEGORY_3,100,WEBSITE,2025-11-01,13:12,GATE_01,SCANNED,2025-12-23 13:12:05
TICKET_291613b015,AFCON2025_M5_D_01,STAD_RAB_02,FAN_60E6A456,CATEGORY_2,200,MOBILE_APP,2025-12-22,12:36,GATE_04,SCANNED,2025-12-23 12:36:30
TICKET_217e15210f,AFCON2025_M5_D_01,STAD_RAB_02,FAN_AFC9DE35,CATEGORY_2,200,WEBSITE,2025-12-05,12:20,GATE_04,SCANNED,2025-12-23 12:20:01
TICKET_72d23f9ce7,AFCON2025_M5_D_01,STAD_RAB_02,FAN_4640F3F9,CATEGORY_2,200,WEBSITE,2025-12-09,13:26,GATE_04,SCANNED,2025-12-23 13:26:19
TICKET_21cc8b72ec,AFCON2025_M5_D_01,STAD_RAB_02,FAN_90DBC6B1,CATEGORY_3,100,WEBSITE,2025-12-19,12:45,GATE_02,SCANNED,2025-12-23 12:45:34
TICKET_aad460ce59,AFCON2025_M5_D_01,STAD_RAB_02,FAN_75E770D6,CATEGORY_3,100,WEBSITE,2025-11-06,13:10,GATE_02,SCANNED,2025-12-23 13:10:46
TICKET_98eb6c7642,AFCON2025_M5_D_01,STAD_RAB_02,FAN_26C3D8CA,CATEGORY_3,100,MOBILE_APP,2025-12-15,11:40,GATE_04,SCANNED,2025-12-23 11:40:24
TICKET_52c153b7b3,AFCON2025_M5_D_01,STAD_RAB_02,FAN_05B44F78,CATEGORY_3,100,MOBILE_APP,2025-10-28,13:08,GATE_04,SCANNED,2025-12-23 13:08:28
TICKET_ca548e65aa,AFCON2025_M5_D_01,STAD_RAB_02,FAN_35A44BE4,CATEGORY_3,100,MOBILE_APP,2025-12-06,12:56,GATE_03,SCANNED,2025-12-23 12:56:53
TICKET_c55ab98d72,AFCON2025_M5_D_01,STAD_RAB_02,FAN_8A0F517B,CATEGORY_3,100,MOBILE_APP,2025-10-28,13:12,GATE_02,SCANNED,2025-12-23 13:12:22
TICKET_5993533586,AFCON2025_M5_D_01,STAD_RAB_02,FAN_291D0B3E,CATEGORY_3,100,MOBILE_APP,2025-11-16,12:30,GATE_01,SCANNED,2025-12-23 12:30:39
TICKET_3337a52143,AFCON2025_M5_D_01,STAD_RAB_02,FAN_BCFB7E5E,CATEGORY_2,200,WEBSITE,2025-11-19,13:00,GATE_04,SCANNED,2025-12-23 13:00:49
TICKET_d03eb4ef8e,AFCON2025_M5_D_01,STAD_RAB_02,FAN_C0EF56A9,CATEGORY_1,300,MOBILE_APP,2025-11-20,12:25,GATE_02,SCANNED,2025-12-23 12:25:00
TICKET_1048c424ff,AFCON2025_M5_D_01,STAD_RAB_02,FAN_F0243DF4,CATEGORY_3,100,WEBSITE,2025-11-26,13:15,GATE_02,SCANNED,2025-12-23 13:15:54
TICKET_393301bde5,AFCON2025_M5_D_01,STAD_RAB_02,FAN_082E1B60,CATEGORY_1,300,WEBSITE,2025-11-21,13:25,GATE_02,SCANNED,2025-12-23 13:25:52
TICKET_6de25696f6,AFCON2025_M5_D_01,STAD_RAB_02,FAN_6E2F3386,PREMIUM,200,WEBSITE,2025-10-30,13:13,GATE_01,SCANNED,2025-12-23 13:13:53
TICKET_bc8b69d5a8,AFCON2025_M5_D_01,STAD_RAB_02,FAN_9F690908,CATEGORY_1,300,MOBILE_APP,2025-11-19,10:54,GATE_01,SCANNED,2025-12-23 10:54:55
TICKET_be15f39d18,AFCON2025_M5_D_01,STAD_RAB_02,FAN_48067D62,CATEGORY_2,200,MOBILE_APP,2025-10-31,13:29,GATE_04,SCANNED,2025-12-23 13:29:43
TICKET_c6b0351126,AFCON2025_M5_D_01,STAD_RAB_02,FAN_F6378CAB,CATEGORY_3,100,WEBSITE,2025-10-24,13:08,GATE_02,SCANNED,2025-12-23 13:08:42
TICKET_d38507818e,AFCON2025_M5_D_01,STAD_RAB_02,FAN_E0839268,CATEGORY_1,300,WEBSITE,2025-10-30,13:01,GATE_01,SCANNED,2025-12-23 13:01:19
TICKET_0e9864da71,AFCON2025_M5_D_01,STAD_RAB_02,FAN_53FC33AD,CATEGORY_3,100,MOBILE_APP,2025-11-17,13:10,GATE_02,SCANNED,2025-12-23 13:10:24
TICKET_663ae223e4,AFCON2025_M5_D_01,STAD_RAB_02,FAN_370AE801,CATEGORY_1,300,MOBILE_APP,2025-10-28,11:30,GATE_02,SCANNED,2025-12-23 11:30:07
TICKET_97594b6ba6,AFCON2025_M5_D_01,STAD_RAB_02,FAN_0E2452C5,CATEGORY_3,100,MOBILE_APP,2025-11-23,13:05,GATE_02,SCANNED,2025-12-23 13:05:58
TICKET_938ba39955,AFCON2025_M5_D_01,STAD_RAB_02,FAN_4E578486,CATEGORY_3,100,MOBILE_APP,2025-11-09,11:34,GATE_02,SCANNED,2025-12-23 11:34:40
