ticket_id,match_id,stadium_id,fan_id,ticket_category,ticket_price_mad,purchase_channel,purchase_date,entry_time,entry_gate,scan_status,scan_timestamp
TICKET_c32c36233c,AFCON2025_M10_E_01,STAD_RAB_03,FAN_3EBB3558,CATEGORY_2,200,WEBSITE,2025-11-17,13:15,GATE_06,SCANNED,2025-12-24 13:15:57
TICKET_3ad3839a50,AFCON2025_M10_E_01,STAD_RAB_03,FAN_471D4253,CATEGORY_1,300,MOBILE_APP,2025-11-08,15:18,GATE_03,SCANNED,2025-12-24 15:18:55
TICKET_5ee91c63c8,AFCON2025_M10_E_01,STAD_RAB_03,FAN_61B772F3,CATEGORY_3,100,WEBSITE,2025-12-03,15:45,GATE_07,SCANNED,2025-12-24 15:45:56
TICKET_b29159bbba,AFCON2025_M10_E_01,STAD_RAB_03,FAN_8F333CFA,CATEGORY_3,100,WEBSITE,2025-11-06,15:25,GATE_08,SCANNED,2025-12-24 15:25:05
TICKET_60a9912ac6,AFCON2025_M10_E_01,STAD_RAB_03,FAN_BDA2DF6E,CATEGORY_1,300,WEBSITE,2025-11-20,15:43,GATE_01,SCANNED,2025-12-24 15:43:58
TICKET_b80aee7864,AFCON2025_M10_E_01,STAD_RAB_03,FAN_952D4BB7,CATEGORY_3,100,WEBSITE,2025-12-08,15:06,GATE_08,SCANNED,2025-12-24 15:06:06
TICKET_cf4f271b5a,AFCON2025_M10_E_01,STAD_RAB_03,FAN_7B6EF39A,CATEGORY_1,300,WEBSITE,2025-12-06,15:25,GATE_02,SCANNED,2025-12-24 15:25:02
TICKET_a1d901a8f7,AFCON2025_M10_E_01,STAD_RAB_03,FAN_5295DE8C,CATEGORY_3,100,WEBSITE,2025-10-26,14:21,GATE_07,SCANNED,2025-12-24 14:21:17
TICKET_2e00a5cf29,AFCON2025_M10_E_01,STAD_RAB_03,FAN_063D8A6B,CATEGORY_3,100,WEBSITE,2025-12-04,15:33,GATE_08,SCANNED,2025-12-24 15:33:50
TICKET_5d9687d8b2,AFCON2025_M10_E_01,STAD_RAB_03,FAN_477AC8A0,CATEGORY_1,300,WEBSITE,2025-12-06,15:39,GATE_02,SCANNED,2025-12-24 15:39:30
TICKET_d3611d5746,AFCON2025_M10_E_01,STAD_RAB_03,FAN_3EEF5A01,CATEGORY_3,100,WEBSITE,2025-12-01,15:37,GATE_08,SCANNED,2025-12-24 15:37:03
TICKET_94fbdfc384,AFCON2025_M10_E_01,STAD_RAB_03,FAN_159B7A1C,CATEGORY_2,200,WEBSITE,2025-11-16,15:51,GATE_04,SCANNED,2025-12-24 15:51:07
TICKET_b914fcee2c,AFCON2025_M10_E_01,STAD_RAB_03,FAN_5F9CBE61,CATEGORY_3,100,MOBILE_APP,2025-12-23,15:19,GATE_08,SCANNED,2025-12-24 15:19:52
TICKET_e82e44931b,AFCON2025_M10_E_01,STAD_RAB_03,FAN_A613DCDF,CATEGORY_1,300,WEBSITE,2025-12-23,15:36,GATE_01,SCANNED,2025-12-24 15:36:13
TICKET_375cf58415,AFCON2025_M10_E_01,STAD_RAB_03,FAN_E8D12990,CATEGORY_1,300,WEBSITE,2025-12-08,14:23,GATE_03,SCANNED,2025-12-24 14:23:02
TICKET_ae684af383,AFCON2025_M10_E_01,STAD_RAB_03,FAN_98CE9370,CATEGORY_2,200,MOBILE_APP,2025-11-28,14:09,GATE_06,SCANNED,2025-12-24 14:09:17
TICKET_db10ef31ad,AFCON2025_M10_E_01,STAD_RAB_03,FAN_1653F1A0,CATEGORY_3,100,WEBSITE,2025-11-19,15:45,GATE_07,SCANNED,2025-12-24 15:45:12
TICKET_f1302effca,AFCON2025_M10_E_01,STAD_RAB_03,FAN_97A4DD53,CATEGORY_3,100,WEBSITE,2025-11-15,15:37,GATE_07,SCANNED,2025-12-24 15:37:13
TICKET_478387259f,AFCON2025_M10_E_01,STAD_RAB_03,FAN_1684F047,CATEGORY_3,100,MOBILE_APP,2025-12-07,13:30,GATE_07,SCANNED,2025-12-24 13:30:27
TICKET_18164daf8d,AFCON2025_M10_E_01,STAD_RAB_03,FAN_60F2C1B5,CATEGORY_3,100,WEBSITE,2025-10-29,14:45,GATE_07,SCANNED,2025-12-24 14:45:45
